season,def_explosiveness,def_fp_avg_pred_points,def_fp_avg_start,def_havoc_db,def_havoc_7,def_havoc_total,def_line_yards,def_open_field_yards,def_pp_explosiveness,def_pp_ppa,def_pp_rate,def_pp_success_rate,def_points_per_opportunity,def_power_success,def_ppa,def_rp_explosiveness,def_rp_ppa,def_rp_rate,def_rp_success_rate,def_second_level_yards,def_stuff_rate,def_success_rate,def_total_ppa,off_explosiveness,off_fp_avg_pred_points,off_fp_avg_start,off_havoc_db,off_havoc_7,off_havoc_total,off_line_yards,off_open_field_yards,off_pp_explosiveness,off_pp_ppa,off_pp_rate,off_pp_success_rate,off_points_per_opportunity,off_power_success,off_ppa,off_rp_explosiveness,off_rp_ppa,off_rp_rate,off_rp_success_rate,off_second_level_yards,off_stuff_rate,off_success_rate,off_total_ppa
2008.0,0.8923962124244839,-1.733,65.7,0.009433962264150943,0.0,0.009433962264150943,3.185009861932939,1.096646942800789,1.210863534175645,0.18804929447581886,0.38207547169811323,0.46296296296296297,0.0,0.684931506849315,0.11328066216752769,0.787259348576483,0.08590121119194469,0.597877358490566,0.4536489151873767,1.096646942800789,0.15384615384615385,0.4681603773584906,96.06200151806348,0.9383701491361,1.442,69.7,0.03550295857988166,0.0,0.03550295857988166,2.21005291005291,0.582010582010582,1.0861484879309578,0.03071898935878912,0.7041420118343196,0.3907563025210084,0.0,0.65,0.006496836868633292,0.7090580796749753,-0.05309402632996983,0.27958579881656803,0.3915343915343915,0.9629629629629629,0.26455026455026454,0.40088757396449703,4.391861723196105
2009.0,0.9341683880467545,-1.387,70.7,0.018847006651884702,0.0,0.018847006651884702,3.116777041942605,0.7991169977924945,1.3555978251482095,0.08385022206289237,0.48558758314855877,0.3744292237442922,0.0,0.6349206349206349,0.05141306395090646,0.6371699359330104,0.01743725740638256,0.5022172949002217,0.4503311258278146,1.0176600441501105,0.18101545253863136,0.42017738359201773,46.37458368371763,0.9686316524175311,1.47,69.7,0.01707317073170732,0.0,0.01707317073170732,2.8661442006269593,0.7492163009404389,1.166293087121411,0.11485059635100565,0.5975609756097561,0.4122448979591837,-0.23863636363636365,0.5238095238095238,0.050076350166801696,0.7433899327826826,-0.0427782287044227,0.38902439024390245,0.38557993730407525,1.115987460815047,0.2445141065830721,0.4097560975609756,41.062607136777395
2010.0,0.8776482146586297,-1.551,68.2,0.01053740779768177,0.0,0.01053740779768177,3.0352,0.472,1.2189386924965588,0.10707151719997973,0.46469968387776606,0.4217687074829932,-0.23863636363636365,0.6617647058823529,0.05625279488945203,0.6424040144416622,0.018447545952466084,0.5268703898840885,0.454,0.896,0.16,0.44362486828240255,53.383902350089976,1.0245927121358653,1.272,72.2,0.01583710407239819,0.0,0.01583710407239819,3.4848314606741573,1.247191011235955,1.2083264212975215,0.15250969582900667,0.5893665158371041,0.44337811900191937,-0.23333333333333334,0.6923076923076923,0.1400514956183244,0.811901246650305,0.12626292010374007,0.40271493212669685,0.45786516853932585,1.3792134831460674,0.16853932584269662,0.45361990950226244,123.80552212659876
2011.0,0.9053328577769807,-1.596,67.3,0.007398273736128237,0.0,0.007398273736128237,2.9078680203045684,0.5786802030456852,1.228250046345931,0.1523988186017314,0.4956843403205919,0.4154228855721393,-0.27631578947368424,0.5849056603773585,0.060581447995947627,0.7094051242147535,-0.00596527808256335,0.48581997533908755,0.39593908629441626,0.7918781725888325,0.18781725888324874,0.41676942046855736,49.13155432471353,0.966448002222966,1.379,70.6,0.027616279069767442,0.0,0.027616279069767442,2.8094117647058825,0.9058823529411765,1.1630187751598724,0.10387430874903134,0.6177325581395349,0.4258823529411765,-0.109375,0.5,0.05836650969397551,0.725598527614157,0.0009962934245093512,0.3706395348837209,0.3843137254901961,1.0980392156862746,0.2196078431372549,0.4171511627906977,40.15615866945515
2012.0,1.0807319620065574,-1.425,69.4,0.023542600896860985,0.0,0.023542600896860985,2.6448648648648647,0.7054054054054054,1.1742403407623003,0.045113458127959416,0.5717488789237668,0.4,-0.6222222222222222,0.7096774193548387,0.02488521480801208,0.993781646111826,-0.0066227153967618095,0.4147982062780269,0.32432432432432434,0.9378378378378378,0.1918918918918919,0.3755605381165919,22.197611608746776,0.9165061042546708,1.474,68.9,0.018564356435643563,0.0,0.018564356435643563,3.0200647249190937,0.8090614886731392,1.0624415153800917,-0.010920298373145097,0.6002475247524752,0.3670103092783505,-0.345679012345679,0.7142857142857143,0.010777618904962276,0.8336001308989208,0.05513122898881203,0.38242574257425743,0.3948220064724919,1.035598705501618,0.18446601941747573,0.3886138613861386,8.708316075209519
2013.0,0.8616956449214392,-1.717,65.8,0.01346389228886169,0.0,0.01346389228886169,2.9017721518987343,0.7443037974683544,1.1059825806482844,0.19809307446918595,0.5055079559363526,0.46731234866828086,-0.2857142857142857,0.6140350877192983,0.09576766926188747,0.6343486949106582,-0.005647016168891472,0.4834761321909425,0.45569620253164556,1.0481012658227848,0.21518987341772153,0.4663402692778458,78.24218578696207,0.9502067438455339,1.234,73.3,0.013605442176870748,0.0,0.013605442176870748,2.9612546125461257,1.0738007380073802,1.037362544816407,0.14992123272746483,0.6746031746031746,0.453781512605042,-0.16666666666666666,0.6,0.10565684175191715,0.9069527655010194,0.029800994225808633,0.3072562358276644,0.36162361623616235,1.0959409594095941,0.2066420664206642,0.43537414965986393,93.18933442519094
2014.0,1.1192678110880976,-1.895,63.5,0.006493506493506494,0.0,0.006493506493506494,3.48574144486692,1.220532319391635,1.5367192963671636,0.43400061807047546,0.408008658008658,0.5013262599469496,4.02970297029703,0.7272727272727273,0.2837526828265426,0.9232453064130374,0.20508814052726526,0.5692640692640693,0.4752851711026616,1.2490494296577948,0.13307984790874525,0.4967532467532468,262.18747893172537,1.1543389595533222,1.395,70.5,0.017478152309612985,0.0,0.017478152309612985,2.3906832298136647,1.0496894409937887,1.3814464425525113,-0.055699387759990254,0.5880149812734082,0.30148619957537154,1.9827586206896552,0.6904761904761905,-0.031392776329096705,0.9614618864600628,0.0029754656323481613,0.4019975031210986,0.37267080745341613,1.015527950310559,0.21739130434782608,0.33707865168539325,-25.145613839606458
2015.0,1.3049269023864603,-1.636,66.5,0.011682242990654205,0.0,0.011682242990654205,3.3376647834274955,1.8531073446327684,1.9206563457634724,0.4500779443719501,0.3679906542056075,0.4222222222222222,4.673913043478261,0.75,0.31955457905159645,1.0557820485742229,0.2736009017650458,0.6203271028037384,0.5235404896421846,1.344632768361582,0.15254237288135594,0.4894859813084112,273.53871966816655,1.2478230359513274,1.309,71.6,0.009259259259259259,0.0,0.009259259259259259,2.841758241758242,1.5406593406593407,1.7711760613923317,0.14354086593928847,0.46412037037037035,0.35910224438902744,4.084507042253521,0.6842105263157895,0.11466255877339301,0.924955654296841,0.09583913870367376,0.5266203703703703,0.4307692307692308,1.210989010989011,0.1934065934065934,0.4027777777777778,99.06845078021156
2016.0,1.2019474041615905,-1.844,64.6,0.05863192182410423,0.09446254071661238,0.15309446254071662,3.1884453781512603,1.9516806722689075,1.5326207752199847,0.11296031671218475,0.46688382193268185,0.4116279069767442,3.5444444444444443,0.75,0.15169620686079788,1.0325343702515253,0.19860880571672898,0.5168295331161781,0.46008403361344535,1.2352941176470589,0.17647058823529413,0.44625407166123776,139.71220651879483,1.2069174591475091,1.456,69.6,0.07045215562565721,0.0914826498422713,0.1619348054679285,2.8536585365853657,1.2439024390243902,1.702427428103167,0.1956115621566835,0.5057833859095688,0.38253638253638256,3.044943820224719,0.7321428571428571,0.11392953325366204,0.8856191721232158,0.06590547386272372,0.47423764458464773,0.3835920177383592,1.0110864745011086,0.1973392461197339,0.3943217665615142,108.34698612423259
2017.0,1.303739335422979,-1.554,67.9,0.056084656084656084,0.11534391534391535,0.17142857142857143,2.906769825918762,2.04642166344294,1.7141871514342326,0.3176855801954153,0.43703703703703706,0.44794188861985473,3.298076923076923,0.6438356164383562,0.22875039034972697,1.0508939831614852,0.16512257027571112,0.5470899470899471,0.4506769825918762,1.1992263056092842,0.195357833655706,0.45714285714285713,216.169118880492,1.3438439897770988,1.683,66.0,0.0681586978636826,0.08545269582909461,0.1536113936927772,2.9881974248927037,1.6995708154506437,1.7586383608386182,0.29276962361840414,0.5106815869786369,0.4342629482071713,3.9285714285714284,0.6923076923076923,0.23127519354626938,1.026791833195115,0.17902493572729195,0.474059003051882,0.45493562231759654,1.1824034334763949,0.18454935622317598,0.4526958290946083,227.3435152559828
